car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
maruti swift dzire,2013,petrol,95093,288599,noida,457,sedan,manual,vxi 1.2 bs iv,True,new delhi,delhi,True,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,294217,379281.0,great,2021-01-21T16:13:19.025,True,6703,43290,True,False
hyundai elite i20,2018,petrol,67132,565599,hyderabad,2332,hatchback,manual,sportz 1.2,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,elite i20,in_stock,1,564063,,great,2021-02-23T12:35:52.823,True,13137,84840,False,False
maruti baleno,2016,petrol,34615,614899,bengaluru,1106,hatchback,manual,delta 1.2 k12,False,bengaluru,karnataka,True,ka51,inperson_sale,maruti,baleno,in_stock,1,602980,,great,2021-03-18T09:04:05.719,True,14283,92235,False,False
hyundai eon,2013,petrol,52867,211399,pune,1616,hatchback,manual,sportz,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,eon,in_stock,1,192239,,good,2021-04-09T10:37:19.22,True,4910,31710,True,False
maruti ritz,2013,diesel,95810,306699,mumbai,1180,hatchback,manual,zdi,True,thane,maharashtra,True,mh04,inperson_sale,maruti,ritz,in_stock,2,324000,325500.0,great,2021-03-09T08:53:09.521,True,7124,46005,False,False
renault kwid,2016,petrol,49295,224299,faridabad,570,hatchback,manual,rxt,True,delhi,delhi,True,dl8c,inperson_sale,renault,kwid,in_stock,2,219335,233099.0,great,2021-03-23T17:38:05.25,True,5210,33645,False,False
maruti eeco,2018,petrol & cng,52420,380000,new delhi,139,suv,manual,5 str cng with ac plushtr,True,delhi,delhi,False,dl9c,online,maruti,eeco,,1,285000,,great,2019-09-09T06:55:42.281,True,8826,57000,False,True
maruti wagon r 1.0,2013,petrol,54361,248999,pune,1318,hatchback,manual,vxi,True,vasai,maharashtra,True,mh02,inperson_sale,maruti,wagon r 1.0,in_stock,2,246761,249099.0,great,2021-02-07T07:27:42.821,True,5784,37350,False,False
volkswagen polo,2014,petrol,56316,420099,mumbai,994,hatchback,manual,highline1.2l petrol,True,mumbai,maharashtra,True,mh04,inperson_sale,volkswagen,polo,in_stock,1,403074,420299.0,great,2021-02-16T13:23:10.365,True,9758,63015,False,False
hyundai grand i10,2014,petrol,35944,401199,mumbai,1335,hatchback,manual,sports 1.2 vtvt,True,vasai,maharashtra,True,mh48,inperson_sale,hyundai,grand i10,in_stock,1,388729,,great,2021-02-28T12:55:32.491,True,9319,60180,False,False
honda wr-v,2018,petrol,29703,723099,ahmedabad,968,suv,manual,1.2 i-vtec vx mt,False,surat,gujarat,True,gj05,inperson_sale,honda,wr-v,in_stock,1,753090,905880.0,great,2021-03-18T09:16:08.634,True,16796,108465,False,False
toyota fortuner,2012,diesel,166542,1102413,gurgaon,1600,luxury suv,manual,3.0 mt 4x2,True,chandigarh,haryana,True,hr70,inperson_sale,toyota,fortuner,in_stock,1,1060500,1249075.0,great,2020-11-26T01:30:01.283,True,25606,165362,False,False
maruti ritz,2012,petrol,39650,311699,ghaziabad,585,hatchback,manual,zxi abs,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,ritz,in_stock,1,268005,312399.0,good,2021-04-09T13:37:21.13,True,7240,46755,False,False
maruti wagon r 1.0,2014,petrol & cng,96335,283599,mumbai,2087,hatchback,manual,lxi cng,True,nerul,maharashtra,True,mh02,inperson_sale,maruti,wagon r 1.0,in_stock,2,282232,283699.0,great,2021-02-13T10:38:17.705,True,6587,42540,False,False
maruti alto k10,2014,petrol,50599,323299,bengaluru,526,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka02,inperson_sale,maruti,alto k10,in_stock,1,310000,323399.0,great,2021-01-17T05:14:42.395,True,7509,48495,False,False
maruti wagon r 1.0,2015,petrol & cng,22130,392999,mumbai,480,hatchback,,lxi cng avance limited edition,True,thane,maharashtra,True,mh04,inperson_sale,maruti,wagon r 1.0,in_stock,1,355154,393099.0,great,2021-04-09T12:33:55.533,True,9128,58950,False,False
hyundai verna,2011,petrol,60559,353699,pune,1675,sedan,manual,fluidic 1.6 sx vtvt opt,True,mumbai west,maharashtra,True,mh02,inperson_sale,hyundai,verna,in_stock,1,324000,,good,2021-03-30T13:49:02.013,True,8216,53055,True,False
mahindra tuv300,2015,diesel,94177,555799,mumbai,1795,suv,automatic,t8 at,True,thane,maharashtra,True,mh46,inperson_sale,mahindra,tuv300,in_stock,2,527586,,great,2021-03-06T07:24:57.116,True,12910,83370,False,False
honda city,2008,petrol,113355,236699,new delhi,1113,sedan,manual,s mt petrol,True,delhi,delhi,True,dl7c,inperson_sale,honda,city,in_stock,1,210000,276540.0,great,2021-01-28T09:46:41.476,True,5498,35505,False,False
hyundai elite i20,2018,petrol,11385,706199,bengaluru,1318,hatchback,manual,asta 1.2 (o),True,bengaluru,karnataka,True,ka02,inperson_sale,hyundai,elite i20,in_stock,2,644500,,great,2021-03-26T05:48:39.712,True,16403,105930,False,False
maruti wagon r 1.0,2015,petrol,9357,354699,mumbai,556,hatchback,manual,vxi,True,mumbai,maharashtra,True,mh04,inperson_sale,maruti,wagon r 1.0,in_stock,1,345952,,great,2021-03-04T11:55:50.533,True,8239,53205,False,False
nissan terrano,2014,diesel,99376,436099,chennai,2011,suv,manual,xl plus 85 ps deisel,True,chennai,tamil nadu,True,tn04,inperson_sale,nissan,terrano,in_stock,1,430287,506937.0,great,2021-01-19T04:40:36.926,True,10129,65415,True,False
honda amaze,2015,diesel,33526,366599,new delhi,4590,sedan,manual,1.5 smt i dtec,True,delhi,delhi,True,dl3c,inperson_sale,honda,amaze,in_stock,1,344833,,great,2021-03-09T09:51:44.756,True,8515,54990,True,False
volkswagen jetta,2012,diesel,123383,473799,pune,1567,sedan,automatic,highline tdi at,True,pune,maharashtra,True,mh04,inperson_sale,volkswagen,jetta,pickup_pending,2,421624,473899.0,great,2021-04-19T07:43:45.853,True,11005,71070,False,False
toyota etios liva,2013,diesel,46910,393699,pune,2042,hatchback,manual,gd,True,pune,maharashtra,True,mh12,inperson_sale,toyota,etios liva,in_stock,1,391084,,great,2021-03-24T09:17:38.54,True,9145,59055,False,False
volkswagen vento,2013,diesel,146692,391399,pune,892,sedan,manual,comfortline diesel,True,satara,maharashtra,True,mh11,inperson_sale,volkswagen,vento,in_stock,1,379974,,great,2021-03-10T10:32:15.624,True,9091,58710,False,False
hyundai i10,2009,petrol,37982,197099,new delhi,1913,hatchback,manual,magna 1.2,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,i10,in_stock,2,147331,,fair,2021-02-28T07:31:41.709,True,4578,29565,False,False
hyundai i10,2011,petrol,33505,290599,hyderabad,4791,hatchback,manual,magna 1.2 kappa2,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,i10,in_stock,1,281965,350866.0,great,2021-02-25T08:55:27.85,True,6750,43590,True,False
hyundai grand i10,2018,petrol,20603,440499,new delhi,1276,hatchback,manual,sportz 1.2 kappa vtvt,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,grand i10,in_stock,2,401864,,great,2021-04-15T07:02:15.181,True,10232,66075,True,False
maruti a star,2013,petrol,44515,345199,bengaluru,1090,hatchback,automatic,vxi abs at,False,bengaluru,karnataka,True,ka51,inperson_sale,maruti,a star,in_stock,2,310000,,great,2021-03-15T05:26:48.067,True,8018,51780,True,False
maruti swift dzire,2014,petrol,50960,498799,bengaluru,471,sedan,manual,vxi 1.2 bs iv,False,bengaluru,karnataka,True,ka01,inperson_sale,maruti,swift dzire,in_stock,2,488752,,great,2021-03-15T05:39:11.983,True,11586,74820,False,False
maruti omni e,2017,petrol,4687,307399,chennai,1041,,,8 str,True,chennai,tamil nadu,True,tn05,inperson_sale,maruti,omni e,in_stock,1,305000,368970.0,great,2021-03-13T10:32:56.407,True,7140,46110,False,False
maruti swift,2014,petrol,52879,346499,gurgaon,3023,hatchback,manual,zxi,True,delhi,delhi,True,dl1c,inperson_sale,maruti,swift,in_stock,2,352262,353762.0,great,2021-03-23T10:42:56.064,True,8048,51975,True,False
fiat linea,2010,petrol,42481,257499,bengaluru,3308,sedan,manual,emotion pk 1.4,False,bengaluru,karnataka,True,ka51,inperson_sale,fiat,linea,in_stock,2,205394,,good,2021-04-18T07:05:48.004,True,5981,38625,True,False
chevrolet cruze,2010,diesel,47145,414899,hyderabad,3057,luxury sedan,automatic,ltz at,True,hyderabad,telangana,True,ap09,inperson_sale,chevrolet,cruze,in_stock,3,362215,,great,2021-04-14T13:35:56.303,True,9637,62235,True,False
maruti swift,2018,diesel,35831,720199,chennai,843,hatchback,automatic,zdi amt,True,chennai,tamil nadu,True,tn01,inperson_sale,maruti,swift,in_stock,1,746547,875362.0,great,2021-03-10T09:22:29.791,True,16728,108030,False,False
maruti swift,2013,diesel,162143,433399,pune,979,hatchback,manual,zdi,True,osmanabad,maharashtra,True,mh14,inperson_sale,maruti,swift,in_stock,2,437526,439026.0,great,2021-03-24T09:02:48.818,True,10067,65010,False,False
volkswagen ameo,2016,petrol,42970,516899,hyderabad,2061,sedan,manual,highline 1.2,True,bhimavaram,andhra pradesh,True,ap31,inperson_sale,volkswagen,ameo,in_stock,2,490847,591983.0,great,2021-03-10T08:30:17.144,True,12006,77535,False,False
renault kwid,2016,petrol,83683,224799,gurgaon,1639,hatchback,manual,rxl,True,sonepat,haryana,True,hr10,inperson_sale,renault,kwid,in_stock,1,211237,,great,2021-03-19T12:00:52.492,True,5222,33720,True,False
hyundai verna,2014,diesel,84647,496099,mumbai,3030,sedan,manual,fluidic 1.6 sx crdi opt,True,navi mumbai,maharashtra,True,mh43,inperson_sale,hyundai,verna,in_stock,1,481000,,great,2021-03-10T06:06:48.511,True,11523,74415,False,False
honda mobilio,2015,petrol,30030,497499,mumbai,2509,suv,manual,1.5 v i vtec,True,mumbai,maharashtra,True,mh47,inperson_sale,honda,mobilio,in_stock,1,484394,,great,2021-02-25T10:06:06.207,True,11556,74625,False,False
honda brio,2012,petrol,51551,276799,new delhi,622,hatchback,manual,1.2 s (o) mt ivtec,True,delhi,delhi,True,dl7c,inperson_sale,honda,brio,in_stock,1,253122,283499.0,good,2021-02-20T15:10:41.867,True,6429,41520,False,False
maruti baleno,2017,petrol,9867,586199,new delhi,8144,hatchback,manual,zeta 1.2 k12,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,baleno,in_stock,1,571295,,great,2021-03-24T06:11:56.243,True,13616,87930,False,False
